word_segment,instances,prominence
རྒྱས་པ,3,0.026600461074658625
འདའ་,3,0.026600461074658625
ཞེས་པ་,3,0.026600461074658625
གཏོང་བ,3,0.026600461074658625
ཕྱིན་ཆད་,3,0.026600461074658625
སྨོན་པ,3,0.026600461074658625
ཚད་,3,0.026600461074658625
རྫོགས་,3,0.026600461074658625
ནན་ཏན་,3,0.026600461074658625
ན་མེད་པ་,3,0.026600461074658625
ལྟ་ཅི་,3,0.026600461074658625
མིང་,3,0.026600461074658625
འདོད་པ,3,0.026600461074658625
གཡེང་བ,3,0.026600461074658625
འཕགས་པ་,3,0.026600461074658625
ག་,3,0.026600461074658625
གོ་,3,0.026600461074658625
ཁྲིམས་,3,0.026600461074658625
ཐོབ་བྱེད་,3,0.026600461074658625
བྱེད་ལས་,3,0.026600461074658625
གང་ཞེ་ན,3,0.026600461074658625
སྒོམ་པ་,3,0.026600461074658625
ཚོགས་པ་,3,0.026600461074658625
དཔེར་ན་,3,0.026600461074658625
བྲན་,3,0.026600461074658625
ཕན་ཡོན་,3,0.026600461074658625
བག་མེད་,3,0.026600461074658625
ཏོ,3,0.026600461074658625
ཁྱོད་,3,0.026600461074658625
བབ་ཅོལ་,3,0.026600461074658625
འམ,3,0.026600461074658625
ལེགས་པ,3,0.026600461074658625
དཔྱད་པ,3,0.026600461074658625
འབྲས་,3,0.026600461074658625
གཏན་,3,0.026600461074658625
མཐར་ཐུག་,3,0.026600461074658625
རང་གཞན་,3,0.026600461074658625
རྗེས་སུ་,3,0.026600461074658625
གྲུབ་,3,0.026600461074658625
ཕྱི་བཤོལ་,3,0.026600461074658625
དགོས་པ,3,0.026600461074658625
བྱུང་བ་,3,0.026600461074658625
མཐུ་,3,0.026600461074658625
བསླུས་པ,3,0.026600461074658625
མགྲོན་,3,0.026600461074658625
འདས་པ་,3,0.026600461074658625
ནོ་,3,0.026600461074658625
ཐོས་པ་,3,0.026600461074658625
མཆོད་སྦྱིན་,3,0.026600461074658625
ས་པ,3,0.026600461074658625
དཀོན་,3,0.026600461074658625
ཇི་སྲིད་,3,0.026600461074658625
ཐ་ན་,3,0.026600461074658625
ཐེག་པ་,3,0.026600461074658625
བཅོམ་ལྡན་འདས་,3,0.026600461074658625
དྲན་པ་,3,0.026600461074658625
ཉེར་,3,0.026600461074658625
བསླུས་,3,0.026600461074658625
མངོན་མཐོ་,3,0.026600461074658625
བདེན་པ,3,0.026600461074658625
བདེན་པ་,3,0.026600461074658625
ཁོ་ན,3,0.026600461074658625
ཐར་བ་,3,0.026600461074658625
དགྲ་བཅོམ་,3,0.026600461074658625
འགལ་,3,0.026600461074658625
ཕྲ་བ,3,0.026600461074658625
མཛད་པ,3,0.026600461074658625
ཐག་,3,0.026600461074658625
རང་རྒྱལ་,3,0.026600461074658625
ངས་,3,0.026600461074658625
ཡི,3,0.026600461074658625
སྨོན་སེམས་,3,0.026600461074658625
བྱེ་,3,0.026600461074658625
སྤྱོད་,3,0.026600461074658625
མུ་མཐའ་,3,0.026600461074658625
མེད,3,0.026600461074658625
ལ་བ,3,0.026600461074658625
དམན་པ་,3,0.026600461074658625
བས,3,0.026600461074658625
སྐྱེ་གནས་,3,0.026600461074658625
རྩ་བ,3,0.026600461074658625
གྲངས་མེད་,3,0.026600461074658625
མ་ཟད་,3,0.026600461074658625
བདེ་,3,0.026600461074658625
མཐོ་རིས་,3,0.026600461074658625
མ་ལུས་པ,3,0.026600461074658625
སྐྱེད་,3,0.026600461074658625
ཀྱིས,3,0.026600461074658625
བསམ་གཏན་,3,0.026600461074658625
སྐལ་བ་,3,0.026600461074658625
ནུས་པ,3,0.026600461074658625
འདས་,3,0.026600461074658625
ཉེས་པ,3,0.026600461074658625
ཕྱག་,3,0.026600461074658625
བསལ་,3,0.026600461074658625
གྲོལ་བ,3,0.026600461074658625
རྒྱན་,3,0.026600461074658625
བཟང་,3,0.026600461074658625
འགྲུབ་པ,3,0.026600461074658625
ཆེ་,3,0.026600461074658625
ཕྱི,3,0.026600461074658625
བྱེ་མ་,3,0.026600461074658625
སོང་,3,0.026600461074658625
རྟོག་,3,0.026600461074658625
ཟླ་བ་,3,0.026600461074658625
དང་སེམས་,3,0.026600461074658625
ཡུན་རིང་པོ་,3,0.026600461074658625
བརྒྱད་,3,0.026600461074658625
རུང་བ,3,0.026600461074658625
གོམས་,3,0.026600461074658625
